,ticker,as_of_date,-1m,-2m,-3m,0m,52w_change,PE,current_earning_avg,current_earning_d,current_earning_high,current_earning_low,current_price,current_ratio,current_revenue_avg,current_revenue_high,current_revenue_low,earningQtr_growth,free_cf,fwd_pe,pegRatio,priceToBook,profit_margin,tgt_high_price,tgt_low_price,tgt_median_price,trailingEps,growthPotential
1464,WDC,2020-04-30,0.6060606060606061,0.6,0.8064516129032258,0.7586206896551724,-0.040795803,-11.3946587537092,1.22,2020-07-29,1.6,0.88,46.08,1.925,4308070000,4786000000,3915300000,,838750016,6.554765,-1.06,1.4690131000000002,-0.07656,93.0,38.0,72.5,-4.044,0.5733506944444444
1465,FANG,2020-04-30,0.9117647058823529,1.0,0.9375,0.9333333333333333,-0.5541768,29.659400544959126,1.3,2020-05-04,2.21,0.67,43.54,0.688,984390000,1092000000,877620000,,-1238499968,20.251162,1.52,0.522526,0.06371,110.0,27.0,49.0,1.468,0.12540192926045024
1466,LW,2020-04-30,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.625,-0.02229929,18.822085889570552,0.17,2020-07-21,0.32,0.05,61.36,1.849,806750000,1129000000,690850000,-0.212,310324992,23.69112,7.09,33.13175,0.121020004,70.0,45.0,61.0,3.26,-0.005867014341590648
1467,CMG,2020-04-30,0.5,0.4411764705882353,0.23529411764705882,0.2,0.24647188,73.51267676345076,-0.48,2020-07-21,2.26,-4.03,878.55,1.615,1251490000,1406400000,1025700000,-0.133,380465376,47.747284,5.63,14.615217999999999,0.05949,1010.0,630.0,870.0,11.951,-0.009731944681577565
1468,IP,2020-04-30,0.21428571428571427,0.21428571428571427,0.5625,0.5555555555555556,-0.21191198,11.156351791530945,0.37,2020-07-30,0.58,0.06,34.25,0.768,4998630000,5290260000,4676000000,-0.478,5779874816,16.079811,5.43,1.7412302,0.05475,53.0,27.0,38.0,3.07,0.10948905109489049
1469,RE,2020-04-30,0.2,0.18181818181818182,0.2222222222222222,0.2,-0.22103971,7.009311740890689,3.61,2020-05-06,4.09,3.07,173.13,0.867,1966420000,1995560000,1894100000,,4934489088,7.354715299999999,-1.98,0.7734128,0.12246,263.0,180.0,222.0,24.7,0.28227343614624845
1470,ORCL,2020-04-30,0.2647058823529412,0.20588235294117646,0.7058823529411765,0.7222222222222222,-0.013186753,16.657232704402514,1.2,2020-06-17,1.27,1.0,52.97,2.125,10914100000,11276000000,9740260000,-0.063,10045875200,12.763855,1.43,11.763269000000001,0.27056,60.0,35.0,51.0,3.18,-0.037190862752501386
1471,VMC,2020-04-30,0.6190476190476191,0.6666666666666666,0.7857142857142857,0.8,-0.0971362,24.378506689684937,0.44,2020-05-06,0.51,0.37,112.97,2.575,1012200000,1045000000,978000000,0.138,453697248,22.064453,1.67,2.6599953,0.12531,160.0,83.5,125.0,4.634,0.10648844826060011
1472,NVDA,2020-04-30,0.7560975609756098,0.7560975609756098,0.5526315789473685,0.5526315789473685,0.6292373,64.66371681415929,1.68,2020-05-21,1.76,1.53,292.28,7.673999999999999,2977720000,3016000000,2710000000,0.68,3188250112,32.01314,2.81,14.669008999999999,0.25609,360.0,140.0,311.0,4.52,0.06404817298480925
1473,LB,2020-04-30,0.25,0.2857142857142857,0.2857142857142857,0.26666666666666666,-0.4982332,-8.93984962406015,-0.63,2020-05-20,-0.02,-1.69,11.89,1.368,1832360000,2626000000,1217000000,,776374976,6.324468,-3.26,,-0.02834,25.0,8.0,14.0,-1.33,0.17746005046257363
1474,TRV,2020-04-30,0.14285714285714285,0.13636363636363635,0.19047619047619047,0.2727272727272727,-0.2571829,10.938074138117367,1.35,2020-07-21,2.8,-2.92,101.21,0.386,7287700000,7662000000,6856000000,-0.246,9556875264,9.703739,30.03,1.0151557,0.07625,125.0,93.0,115.0,9.253,0.13625135856140713
1475,DISCK,2020-04-30,0.0,0.0,0.0,0.0,-0.18625677,8.239806217198224,0.83,2020-05-06,0.91,0.75,20.41,1.611,2736700000,2771000000,2689000000,0.77,5539874816,5.622589,0.83,1.4316779,0.18566,33.0,18.0,32.0,2.477,0.5678588926996571
1476,PBCT,2020-04-30,0.08333333333333333,0.08333333333333333,0.0,0.0,-0.2389431,10.00788643533123,0.24,2019-07-17,0.36,0.06,12.69,,521740000,561300000,487980000,0.138,,11.330357000000001,0.88,0.7183695999999999,0.28561002,17.0,9.5,12.5,1.268,-0.014972419227738287
1477,RMD,2020-04-30,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4,0.4782486,49.575486753909985,0.97,2020-07-23,1.16,0.46,155.32,2.6010000000000004,699400000,772000000,530800000,0.288,402180384,33.912665999999994,1.71,9.946209,0.16338,177.0,135.0,160.5,3.133,0.03335050218902924
1478,AIG,2020-04-30,0.5555555555555556,0.5263157894736842,0.6111111111111112,0.5263157894736842,-0.4181624,6.792200854700854,0.72,2020-05-04,1.25,0.07,25.43,0.66,11446700000,11624800000,10991000000,,406500000,5.3536844000000015,2.11,0.33937890000000004,0.06726,62.0,26.0,36.0,3.744,0.4156508061344868
1479,PEG,2020-04-30,0.4117647058823529,0.35294117647058826,0.35294117647058826,0.6,-0.117150605,15.228228228228229,1.01,2020-05-04,1.09,0.97,50.71,0.64,3469350000,3881380000,3101680000,1.196,-424375008,14.69855,6.44,1.693834,0.16802,71.0,52.0,58.0,3.33,0.14375862748964696
1480,CMCSA,2020-04-30,0.7567567567567568,0.7837837837837838,0.9375,0.967741935483871,-0.08558035,13.296819787985866,0.57,2020-07-23,0.84,0.39,37.63,0.838,24812500000,27937800000,23222000000,0.259,10840750080,12.501661,1.79,2.07111,0.119849995,54.0,37.0,45.0,2.83,0.19585437151209129
1481,ES,2020-04-30,0.3888888888888889,0.3888888888888889,0.4,0.42857142857142855,0.16568804,28.718861209964412,1.01,2020-05-06,1.07,0.96,80.7,0.67,2505190000,2735000000,2292300000,0.081,-1166706304,20.798967,3.86,2.107765,0.10662,104.0,82.0,91.0,2.81,0.12763320941759604
1482,HAS,2020-04-30,0.5625,0.6470588235294118,0.6666666666666666,0.5,-0.2958957,22.335292298175066,0.44,2020-07-21,0.93,0.09,72.21,1.9169999999999998,1129760000,1352110000,929390000,,563115904,15.663773999999998,1.31,3.6190047,0.08326,117.0,60.0,87.5,3.233,0.21174352582744782
1483,AAP,2020-04-30,0.45454545454545453,0.4782608695652174,0.5185185185185185,0.48148148148148145,-0.25104928,17.676900584795323,1.75,2020-05-20,2.57,0.65,120.91,1.272,2736450000,2981600000,2574100000,0.795,275243136,14.158079999999998,2.47,2.3429446,0.05015,159.0,95.0,133.0,6.84,0.09999172938549328
1484,EQIX,2020-04-30,0.9166666666666666,0.92,0.782608695652174,0.84,0.46087182,112.7212020033389,1.81,2020-05-06,2.15,1.46,675.2,1.3259999999999998,1451270000,1468700000,1424070000,0.136,1985626496,72.52416,3.87,6.515425,0.09255,775.0,532.0,695.0,5.99,0.029324644549763024
1485,AXP,2020-04-30,0.5,0.42857142857142855,0.3448275862068966,0.35714285714285715,-0.18021321,13.761122002714522,0.52,2020-07-17,1.76,-0.78,91.25,1.804,8331780000,9562000000,6906000000,-0.763,,12.691237,4.72,3.4969726000000003,0.14629,129.0,76.0,100.0,6.631,0.09589041095890405
1486,JWN,2020-04-30,0.13043478260869565,0.17391304347826086,0.25,0.15384615384615385,-0.49641716,5.90566037735849,-0.94,2020-05-19,0.26,-2.25,18.78,0.9179999999999999,2414950000,3531000000,2001690000,-0.226,361000000,7.2790704,-25.75,2.9847426,0.03195,48.0,14.0,20.0,3.18,0.06496272630457933
1487,NOV,2020-04-30,0.41379310344827586,0.4482758620689655,0.23529411764705882,0.23529411764705882,-0.47975957,-0.5997912119199013,-0.03,2020-07-27,0.16,-0.17,12.64,2.7289999999999996,1613880000,1787000000,1542000000,,914249984,-63.2,-2.37,0.8944873,-0.95761,17.0,9.0,12.5,-21.074,-0.011075949367088667
1488,DTE,2020-04-30,0.5,0.5714285714285714,0.4666666666666667,0.36363636363636365,-0.1355946,17.609913427261922,1.08,2019-10-22,1.34,0.73,103.74,0.888,2953260000,3190000000,2668470000,-0.152,-1154625024,14.694051000000002,2.74,1.6902096000000002,0.09099,155.0,104.0,120.0,5.891,0.156737998843262
1489,KIM,2020-04-30,0.09090909090909091,0.09090909090909091,0.42857142857142855,0.38095238095238093,-0.3779878,13.6375,0.18,2020-05-08,0.19,0.14,10.91,1.1159999999999999,284440000,293910000,271660000,0.241,422507136,16.530302,4.27,0.9684004999999999,0.35431,22.0,7.5,12.0,0.8,0.09990834097158574
1490,IPGP,2020-04-30,0.35714285714285715,0.35714285714285715,0.7272727272727273,0.7,-0.2166794,38.605970149253736,0.19,2020-05-05,0.28,0.11,129.33,9.883,236440000,298000000,217000000,,165480752,27.517023,3.49,2.8545887000000003,0.1371,180.0,113.0,151.0,3.35,0.16755586484187734
1491,GS,2020-04-30,0.6,0.6153846153846154,0.39285714285714285,0.37037037037037035,-0.07297921,9.929623213512341,2.93,2020-07-15,4.48,1.22,183.42,2.543,8341270000,9287000000,7084100000,-0.461,,8.444752000000001,2.61,0.81270766,0.21404,301.0,160.0,210.5,18.472,0.1476392977865011
1492,BA,2020-04-30,0.2727272727272727,0.30434782608695654,0.7916666666666666,0.56,-0.6301224,-125.46263345195729,-1.56,2020-07-22,0.13,-3.12,141.02,1.051,14915700000,20759000000,10986000000,,-2851000064,15.513751999999998,-4.59,,-0.0083099995,209.0,95.0,155.0,-1.124,0.09913487448588842
1493,TEL,2020-04-30,0.5294117647058824,0.5294117647058824,0.6363636363636364,0.6923076923076923,-0.1706698,35.215723873441995,0.41,2020-07-22,0.55,0.33,73.46,1.444,2404090000,2530000000,2349000000,,1489250048,15.177685999999998,1.97,2.6825883,0.05356,92.0,70.0,84.0,2.086,0.1434794445956984
1494,HPQ,2020-04-30,0.3076923076923077,0.15384615384615385,0.6842105263157895,0.6666666666666666,-0.18762475,7.670623145400594,0.45,2020-05-07,0.53,0.3,15.51,0.732,12852700000,13862000000,11485900000,-0.156,3961874944,6.130434999999999,0.9,,0.051599998,27.0,11.0,18.0,2.022,0.16054158607350089
1495,NOC,2020-04-30,0.7368421052631579,0.75,0.45,0.5263157894736842,0.14451766,24.888604546138794,5.49,2020-07-22,5.94,4.93,330.67,1.29,8719300000,9001000000,8433000000,0.006,1833250048,12.866537,1.39,6.0974355000000005,0.06574,455.0,300.0,407.0,13.286,0.23083436658904644
1496,PNC,2020-04-30,0.375,0.3333333333333333,0.4666666666666667,0.41379310344827586,-0.18353689,9.919099869815883,0.94,2020-07-15,2.26,-2.08,106.67,,4165630000,4330000000,4001000000,-0.28,,12.331792,-2.79,0.91809684,0.30290002,140.0,87.0,107.5,10.754,0.00778100684353622
1497,MOS,2020-04-30,0.45,0.5238095238095238,0.10526315789473684,0.21052631578947367,-0.5247525,-4.138798993167925,-0.08,2020-05-04,0.07,-0.23,11.51,1.435,1643470000,1786800000,1365280000,,-4150000,11.174758,4.84,0.47461963,-0.119849995,36.0,12.0,18.0,-2.781,0.5638575152041703
1498,ABC,2020-04-30,0.42105263157894735,0.42105263157894735,0.375,0.42857142857142855,0.15935636,29.044379656624553,2.27,2020-05-07,2.33,2.17,89.66,0.945,45942500000,46919800000,45337800000,-0.523,1300047872,10.96088,1.45,6.2446027000000015,0.00357,109.0,84.0,100.0,3.087,0.11532455944679909
1499,ALL,2020-04-30,0.42105263157894735,0.4,0.5789473684210527,0.55,0.031852245,7.250178189593728,3.5,2020-05-05,4.54,2.4,101.72,0.72,9175630000,10751000000,8431000000,,-11136249856,9.471136,-12.34,1.3662678,0.10849,135.0,94.0,119.0,14.03,0.1698780967361384
1500,PGR,2020-04-30,0.5263157894736842,0.55,0.5,0.47368421052631576,0.056114435,12.755775577557756,1.98,2020-05-05,3.38,1.3,77.3,0.444,9057400000,10188000000,7439000000,-0.358,,14.36803,-5.04,3.1525285,0.09186,97.0,75.0,88.0,6.06,0.13842173350582154
1501,CAH,2020-04-30,0.10526315789473684,0.10526315789473684,0.1111111111111111,0.0625,0.053754568,-3.477160927617709,1.43,2020-05-11,1.55,1.16,49.48,1.034,36946900000,37341000000,36500000000,-0.214,1672875008,8.915315,2.1,14.463607000000001,-0.02814,64.0,48.0,55.0,-14.23,0.11156022635408247
1502,ALXN,2020-04-30,0.6956521739130435,0.7727272727272727,0.8,0.8571428571428571,-0.18538278,10.04392523364486,2.71,2020-05-06,2.91,2.56,107.47,4.251,1361120000,1451500000,1255810000,,1400812544,9.02351,0.77,2.1099856,0.48172,180.0,110.0,140.5,10.7,0.3073415836977762
1503,COG,2020-04-30,0.64,0.5185185185185185,0.42857142857142855,0.6666666666666666,-0.17283952,13.263803680981596,0.13,2020-07-24,0.21,0.08,21.62,1.732,,,,-0.466,293328992,14.608108499999998,1.33,3.9985206,0.34303,25.0,13.0,22.0,1.63,0.01757631822386685
1504,MDLZ,2020-04-30,0.8,0.8095238095238095,0.7727272727272727,0.8095238095238095,-0.0083527565,20.243998425816606,0.55,2020-07-28,0.59,0.52,51.44,0.5329999999999999,5894900000,6249000000,5615000000,-0.176,2648124928,18.705454,2.92,2.8598432999999996,0.14245,68.0,52.0,60.0,2.541,0.16640746500777603
1505,NEM,2020-04-30,0.7894736842105263,0.7368421052631579,0.6470588235294118,0.6111111111111112,1.0714285,15.603357817418678,0.42,2020-05-05,0.54,0.34,59.48,2.63,2695620000,2836640000,2532990000,281.5,777750016,18.942675,1.07,2.2440202,0.28799,98.0,46.0,63.0,3.812,0.059179556153328816
1506,CLX,2020-04-30,0.2,0.13333333333333333,0.1111111111111111,0.125,0.23658729,29.34676530772863,1.67,2020-05-01,1.98,1.38,186.44,0.861,1710300000,1819900000,1537000000,0.016,686750016,27.62074,6.63,42.00045,0.13305001,215.0,144.0,171.5,6.353,-0.08013301866552236
1507,NUE,2020-04-30,0.5833333333333334,0.6153846153846154,0.6666666666666666,0.5714285714285714,-0.23971379,16.00855033035367,-0.03,2020-07-16,0.35,-0.31,41.19,3.537,4295040000,4654000000,3911600000,-0.959,481250368,13.868687,5.94,1.2198662,0.0357,56.0,34.0,46.5,2.573,0.12891478514202492
1508,LOW,2020-04-30,0.7333333333333333,0.7419354838709677,0.5666666666666667,0.5625,-0.05307287,19.08014571948998,1.3,2020-05-20,1.44,0.96,104.75,1.0090000000000001,18054300000,18556600000,16729800000,,2199124992,15.11544,1.12,40.522242999999996,0.05934,147.0,85.0,115.0,5.49,0.09785202863961806
1509,MRK,2020-04-30,0.7894736842105263,0.7777777777777778,0.6190476190476191,0.5238095238095238,0.015719295,20.11153358681876,1.13,2020-07-31,1.45,0.7,79.34,,10894400000,12877000000,9264000000,0.104,,13.070839,2.19,7.7753815999999984,0.21104,107.0,84.0,93.0,3.945,0.17217040584824805
1510,XEL,2020-04-30,0.2857142857142857,0.26666666666666666,0.2,0.3076923076923077,0.16380548,24.075757575757574,0.6,2020-05-07,0.65,0.53,63.56,0.6809999999999999,3182890000,3287000000,2824610000,0.364,-1329374976,21.472973,4.44,2.5183249,0.118999995,71.0,61.0,66.0,2.64,0.03838892385147896
1511,SO,2020-04-30,0.125,0.1111111111111111,0.2,0.29411764705882354,0.087582946,12.606666666666666,0.78,2020-07-29,0.88,0.68,56.73,0.782,5193300000,5666280000,4944470000,0.586,-2499124992,17.138973,4.14,2.1723979,0.22125,73.0,49.0,60.5,4.5,0.06645513837475758
1512,TXT,2020-04-30,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.6,-0.42808157,7.531428571428571,0.36,2020-07-15,0.61,0.2,26.36,1.974,2735160000,3119290000,2307000000,-0.191,683750016,9.620439,2.57,1.0889863000000002,0.05979,55.0,26.0,34.0,3.5,0.2898330804248863
1513,AOS,2020-04-30,0.16666666666666666,0.25,0.5,0.38461538461538464,-0.1610815,19.09009009009009,0.34,2020-05-05,0.45,0.23,42.38,1.9569999999999999,640120000,709500000,570000000,-0.277,314537504,18.669603,2.9,4.1285925,0.12363,52.0,32.0,40.0,2.22,-0.056158565361019375
1514,WFC,2020-04-30,0.1111111111111111,0.10714285714285714,0.4,0.3870967741935484,-0.378882,10.051903114186851,0.22,2020-07-14,0.63,-0.58,29.05,,18497200000,19386400000,17672000000,-0.889,,10.121951,5.14,0.73225445,0.1902,65.0,21.0,32.0,2.89,0.10154905335628217
1515,AAPL,2020-05-02,0.725,0.6585365853658537,0.5227272727272727,0.8421052631578947,0.38655996,22.71134506599623,2.07,2020-07-28,2.78,1.27,289.07,1.496,51538300000,62976000000,36174000000,-0.027,45040123904,19.544964,1.9,15.938139,0.21350001,370.8,207.77,310.0,12.728,0.07240460788044412
1516,T,2020-05-02,0.40625,0.41935483870967744,0.3103448275862069,0.3,-0.022556424,15.239551478083587,0.8,2020-07-23,0.89,0.63,29.9,0.7559999999999999,40928600000,42745000000,38817000000,0.125,32938375168,8.925373,2.77,1.1983488000000002,0.08048,47.0,17.0,34.0,1.962,0.13712374581939812
1517,PHM,2020-05-02,0.25,0.3125,0.3333333333333333,0.3181818181818182,-0.14177692,7.140235910878112,0.76,2020-07-21,1.02,0.04,27.24,3.903,2350510000,2630000000,1345000000,0.222,607783616,8.844156,2.98,1.3207912,0.10024,34.0,25.0,30.0,3.815,0.10132158590308382
1518,ADM,2020-05-02,0.5833333333333334,0.6153846153846154,0.4666666666666667,0.125,-0.18496174,12.911764705882351,0.69,2020-07-30,0.82,0.43,35.12,3.761,16430000000,16970000000,15710000000,0.678,1397374976,10.150289,-1.4,1.0451447,0.02389,53.0,40.0,47.0,2.72,0.3382687927107062
1519,FLIR,2020-05-02,0.5555555555555556,0.7777777777777778,0.6,0.6,-0.18493152,34.0,0.42,2020-05-06,0.55,0.37,42.84,2.684,438430000,446000000,430260000,-0.983,287091488,18.307693,0.97,3.076481,0.09094,54.0,32.0,44.5,1.26,0.03874883286647979
1520,PAYX,2020-05-02,0.10526315789473684,0.15,0.05263157894736842,0.10526315789473684,-0.21341681,21.693811074918568,0.63,2020-06-24,0.64,0.61,66.6,1.185,958190000,970000000,945000000,0.092,1076424960,23.124998,5.86,8.656095500000001,0.26981002,80.0,58.0,68.0,3.07,0.021021021021021102
1521,APD,2020-05-02,0.625,0.5416666666666666,0.6,0.7,0.07893586,25.388393877084763,2.0,2020-07-23,2.23,1.85,222.25,2.595,2085030000,2190900000,1919140000,0.134,388024992,22.563452,2.59,4.316372,0.21659,270.0,212.0,244.0,8.754,0.09786276715410569
1522,ANET,2020-05-02,0.2857142857142857,0.27586206896551724,0.59375,0.64,-0.24027658,19.53891032276277,1.81,2020-05-05,1.95,1.42,207.64,5.814,517860000,535000000,470000000,0.531,610203776,21.362139000000006,5.34,5.479495,0.35669,286.0,150.0,205.0,10.627,-0.012714313234444163
1523,SBUX,2020-05-02,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.7272727272727273,-0.054701447,26.17594891805605,-0.17,2020-07-28,0.44,-1.05,73.79,0.696,4396440000,5204300000,3572700000,-0.505,1221637504,26.638990000000003,8.2,,0.12713,92.0,66.5,77.0,2.819,0.04350182951619441
1524,UA,2020-05-02,0.5,0.5,0.0,0.0,-0.5589124,43.15270935960591,-0.21,2018-04-25,-0.21,-0.21,8.76,1.9,895730000,895730000,895730000,,355604736,29.199999,-2.83,1.8407229,0.01749,20.0,15.0,17.5,0.203,0.9977168949771691
1525,JKHY,2020-05-02,0.25,0.16666666666666666,0.0,0.125,0.14913368,43.32968835429197,0.8,2020-05-04,0.83,0.75,158.5,1.246,409760000,413200000,404800000,0.059,206972368,38.470875,3.68,8.1785345,0.17272,181.0,120.0,164.0,3.658,0.034700315457413256
1526,ITW,2020-05-02,0.14285714285714285,0.14285714285714285,0.15789473684210525,0.4444444444444444,0.026524186,20.600775193798448,1.71,2020-05-05,1.85,1.56,159.45,2.903,3292560000,3420000000,3155960000,0.056,2054125056,22.426159,9.12,16.851618,0.17868,180.0,121.0,144.0,7.74,-0.09689557855126996
1527,OKE,2020-05-02,0.64,0.56,0.3125,0.25,-0.5780731,14.552083333333334,0.74,2020-07-28,0.9,0.56,27.94,1.364,2761790000,3451170000,1383950000,,-2411034624,8.650155,4.45,2.0796428,0.08397,80.0,24.0,37.0,1.92,0.3242662848962061
1528,IFF,2020-05-02,0.35714285714285715,0.3333333333333333,0.3125,0.3125,-0.080525756,31.6575,1.59,2020-05-11,1.73,1.5,126.63,1.896,1312380000,1338000000,1279000000,5.416,544018112,19.013514,5.68,2.1749883,0.088690005,154.0,101.0,128.5,4.0,0.014767432677880388
1529,PPG,2020-05-02,0.48,0.48,0.5454545454545454,0.5652173913043478,-0.24327111,17.846278645305212,0.76,2020-07-16,1.28,0.49,88.0,1.36,2851060000,3396600000,2635130000,-0.221,1429250048,14.402618,3.33,4.395824,0.0788,145.0,82.0,103.5,4.931,0.17613636363636354
1530,BEN,2020-05-02,0.0,0.0,0.08333333333333333,0.07692307692307693,-0.47678465,9.217791411042946,0.43,2020-07-28,0.52,0.33,18.03,,1183320000,1291300000,1134700000,-0.785,,10.244319,-1.17,0.9087244,0.17286,19.0,11.0,17.0,1.956,-0.057127010537992295
1531,PKG,2020-05-02,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3125,-0.051931202,13.81195335276968,1.24,2020-07-22,1.4,0.81,94.75,,1607200000,1676340000,1471010000,-0.241,,18.398058,3.7,2.8982625,0.09386,120.0,79.0,100.0,6.86,0.0554089709762533
1532,GE,2020-05-02,0.55,0.55,0.5555555555555556,0.4117647058823529,-0.37679774,-20.0,-0.05,2020-07-29,0.09,-0.18,6.5,1.875,17804600000,20582000000,15641500000,0.728,18071500800,13.829787,18.48,1.6117034,-0.025320001,15.0,5.0,9.0,-0.325,0.3846153846153846
1533,SYF,2020-05-02,0.7368421052631579,0.7368421052631579,0.782608695652174,0.7142857142857143,-0.4601925,4.119741820609837,0.16,2020-07-17,0.87,-1.27,18.51,,3642360000,3897900000,3032000000,-0.742,,6.17,-20.62,0.9608098,0.36525002,32.0,16.0,22.5,4.493,0.21555915721231766
1534,WBA,2020-05-02,0.0,0.0,0.16666666666666666,0.625,-0.22737384,10.715020576131687,1.23,2020-06-25,1.53,0.72,41.66,0.66,34567400000,35967400000,32191000000,-0.182,4017374976,7.013468,3.9,1.5462847,0.025190001,55.0,41.0,47.5,3.888,0.1401824291886702
1535,CBRE,2020-05-02,0.6666666666666666,0.6666666666666666,0.7,0.0,-0.23076922,10.53050397877984,0.72,2020-05-07,0.76,0.6,39.7,1.171,5398540000,5514000000,5205220000,0.619,1321615232,10.817439,1.26,2.0831146,0.05367,59.0,50.0,54.0,3.77,0.36020151133501255
1536,WM,2020-05-02,0.6,0.5333333333333333,0.5384615384615384,0.5,-0.072528124,25.117647058823525,0.9,2020-05-06,0.98,0.79,98.21,1.975,3694550000,3829000000,3493600000,-0.158,1390249984,23.272512,3.75,5.89602,0.108059995,132.0,88.0,115.0,3.91,0.17096018735362994
1537,HOLX,2020-05-02,0.47058823529411764,0.5,0.7368421052631579,0.7368421052631579,0.058042526,29.334916864608076,0.38,2020-07-29,0.69,0.26,49.4,1.308,583990000,699000000,482810000,,543237504,17.769785,3.02,6.114618,0.13622,64.0,43.0,55.0,1.684,0.11336032388663964
1538,A,2020-05-02,0.5,0.5882352941176471,0.8461538461538461,0.7857142857142857,-0.0647763,30.703351261894912,0.61,2020-05-21,0.75,0.37,74.21,1.64,1213680000,1350000000,956000000,-0.609,620750016,20.787115,2.97,4.746099,0.14591,92.0,73.0,81.5,2.417,0.09823473925346993
